t / s	&b_A1 / rad
56,9	0,30
57,0	0,30
57,1	0,30
57,2	0,30
57,3	0,30
57,4	0,30
57,5	0,30
57,6	0,30
57,7	0,30
57,8	0,30
57,9	0,30
58,0	0,30
58,1	0,30
58,2	0,30
58,3	0,30
58,4	0,30
58,5	0,30
58,6	0,30
58,7	0,30
58,8	0,30
58,9	0,30
59,0	0,30
59,1	0,30
59,2	0,30
59,3	0,30
59,4	0,30
59,5	0,30
59,6	0,30
59,7	0,30
59,8	0,30
59,9	0,30
60,0	0,30
60,1	0,30
60,2	0,30
60,3	0,30
60,4	0,30
60,5	0,30
60,6	0,30
60,7	0,30
60,8	0,30
60,9	0,30
61,0	0,30
61,1	0,30
61,2	0,30
61,3	0,30
61,4	0,30
61,5	0,30
61,6	0,30
61,7	0,30
61,8	0,30
61,9	0,30
62,0	0,30
62,1	0,30
62,2	0,30
62,3	0,30
62,4	0,30
62,5	0,30
62,6	0,30
62,7	0,30
62,8	0,30
62,9	0,30
63,0	0,30
63,1	0,30
63,2	0,30
63,3	0,30
63,4	0,30
63,5	0,30
63,6	0,30
63,7	0,30
63,8	0,30
63,9	0,30
