t / s	&b_A1 / rad
359,5	0,00
359,6	0,00
359,7	0,00
359,8	0,00
359,9	-0,01
360,0	-0,01
360,1	-0,01
360,2	-0,01
360,3	-0,01
360,4	-0,01
360,5	-0,01
360,6	0,00
360,7	0,00
360,8	0,00
360,9	0,00
361,0	0,00
361,1	0,00
361,2	0,00
361,3	0,00
361,4	0,00
361,5	0,00
361,6	0,00
361,7	0,00
361,8	0,00
361,9	0,00
362,0	0,00
362,1	0,00
362,2	0,00
362,3	0,00
362,4	0,00
362,5	0,00
362,6	0,00
362,7	0,00
362,8	0,00
362,9	0,00
363,0	0,00
363,1	0,00
363,2	0,00
363,3	0,00
363,4	0,00
363,5	0,00
363,6	0,00
363,7	0,00
363,8	0,00
363,9	0,00
364,0	0,00
364,1	0,00
364,2	0,00
364,3	0,00
364,4	0,00
364,5	0,00
364,6	0,00
364,7	0,00
364,8	0,00
364,9	0,00
365,0	0,00
365,1	0,00
365,2	0,00
365,3	0,00
365,4	0,00
365,5	0,00
365,6	0,00
365,7	0,00
365,8	0,00
365,9	0,00
366,0	0,00
366,1	0,00
366,2	0,00
366,3	0,00
366,4	0,00
366,5	0,00
366,6	0,00
366,7	0,00
366,8	0,00
366,9	0,00
367,0	0,00
367,1	0,00
367,2	0,00
367,3	0,00
367,4	0,00
367,5	0,00
367,6	0,00
367,7	0,00
367,8	0,00
367,9	0,00
368,0	0,00
368,1	0,00
368,2	0,00
368,3	0,00
368,4	0,00
368,5	0,00
368,6	0,00
368,7	0,00
368,8	0,00
368,9	0,00
369,0	0,00
369,1	0,00
369,2	0,00
369,3	0,00
369,4	0,00
369,5	0,00
369,6	0,00
369,7	0,00
369,8	0,00
369,9	0,00
370,0	0,00
370,1	0,00
370,2	0,00
370,3	0,00
370,4	0,00
370,5	0,00
370,6	0,00
370,7	0,00
370,8	0,00
370,9	0,00
371,0	0,00
371,1	0,00
371,2	0,00
371,3	0,00
371,4	0,00
371,5	0,00
371,6	0,00
371,7	0,00
371,8	0,00
371,9	0,00
372,0	0,00
372,1	0,00
372,2	0,00
372,3	0,00
372,4	0,00
372,5	0,00
372,6	0,00
372,7	0,00
372,8	0,00
372,9	0,00
373,0	0,00
373,1	0,00
373,2	0,00
373,3	0,00
373,4	0,00
373,5	0,00
373,6	0,00
373,7	0,00
373,8	0,00
373,9	0,00
374,0	0,00
374,1	0,00
374,2	0,00
374,3	0,00
374,4	0,00
374,5	0,00
374,6	0,00
374,7	0,00
374,8	0,00
374,9	0,00
375,0	0,00
375,1	0,00
375,2	0,00
375,3	0,00
375,4	0,00
375,5	0,00
375,6	0,00
375,7	0,00
375,8	0,00
375,9	0,00
376,0	0,00
376,1	0,00
376,2	0,00
376,3	0,00
376,4	0,00
376,5	0,00
376,6	0,00
376,7	0,00
376,8	0,00
376,9	0,00
377,0	0,00
377,1	0,00
377,2	0,00
377,3	0,00
377,4	0,00
377,5	0,00
377,6	0,00
377,7	0,00
377,8	0,00
377,9	0,00
378,0	0,00
378,1	0,00
378,2	0,00
378,3	0,00
378,4	0,00
378,5	0,00
378,6	0,00
378,7	0,00
378,8	0,00
378,9	0,00
379,0	0,00
379,1	0,00
379,2	0,00
379,3	0,00
379,4	0,00
379,5	0,00
379,6	0,00
379,7	0,00
379,8	0,00
379,9	0,00
380,0	0,00
380,1	0,00
380,2	0,00
380,3	0,00
380,4	0,00
380,5	0,00
380,6	0,00
380,7	0,00
380,8	0,00
380,9	0,00
381,0	0,00
381,1	0,00
381,2	0,00
381,3	0,00
381,4	0,00
381,5	0,00
381,6	0,00
381,7	0,00
381,8	0,00
381,9	0,00
382,0	0,00
382,1	0,00
382,2	0,00
382,3	0,00
382,4	0,00
382,5	0,00
382,6	0,00
382,7	0,00
382,8	0,00
382,9	0,00
383,0	0,00
383,1	0,00
383,2	0,00
383,3	0,00
383,4	0,00
